year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,1,9,08:46,36.0,1120.0,4.0,DL,N971DL,1959,JFK,MCO,01:35,944,8.0,46.0
2013,1,9,08:47,-8.0,1105.0,4.0,EV,N12167,4185,EWR,DTW,01:07,488,8.0,47.0
2013,1,9,08:52,9.0,1125.0,10.0,EV,N15572,4107,EWR,JAX,01:24,820,8.0,52.0
2013,1,9,08:52,18.0,1107.0,28.0,EV,N14952,4250,EWR,GRR,01:11,605,8.0,52.0
2013,1,9,08:53,93.0,1126.0,118.0,DL,N969DL,831,LGA,DTW,01:08,502,8.0,53.0
2013,1,9,08:53,-7.0,1004.0,-16.0,US,N965UW,2120,LGA,BOS,00:41,184,8.0,53.0
2013,1,9,08:54,-1.0,1101.0,-3.0,9E,N906XJ,3353,JFK,DTW,01:07,509,8.0,54.0
2013,1,9,08:54,-6.0,1037.0,-2.0,UA,N481UA,448,LGA,ORD,01:35,733,8.0,54.0
2013,1,9,08:55,-5.0,1208.0,-19.0,DL,N711ZX,120,JFK,LAX,03:43,2475,8.0,55.0
2013,1,9,08:55,-5.0,1211.0,-3.0,UA,N480UA,377,LGA,IAH,02:29,1416,8.0,55.0
2013,1,9,08:55,-2.0,1239.0,35.0,UA,N27724,80,EWR,IAH,02:38,1400,8.0,55.0
2013,1,9,08:56,-4.0,1125.0,-10.0,DL,N309DE,485,EWR,ATL,01:19,746,8.0,56.0
2013,1,9,08:56,-4.0,1144.0,11.0,UA,N19117,1643,EWR,DEN,02:54,1605,8.0,56.0
2013,1,9,08:56,-4.0,1015.0,-7.0,US,N763US,2167,LGA,DCA,00:50,214,8.0,56.0
2013,1,9,08:57,-8.0,1016.0,-13.0,B6,N329JB,20,JFK,ROC,00:53,264,8.0,57.0
2013,1,9,08:57,-3.0,1047.0,-1.0,UA,N854UA,385,EWR,ORD,01:32,719,8.0,57.0
2013,1,9,08:58,-1.0,1150.0,5.0,DL,N680DA,1747,LGA,ATL,01:17,762,8.0,58.0
2013,1,9,08:58,-7.0,1114.0,-1.0,MQ,N737MQ,4478,LGA,DTW,01:05,502,8.0,58.0
2013,1,9,08:59,-1.0,1202.0,-18.0,AA,N5CRAA,647,JFK,MIA,01:56,1089,8.0,59.0
2013,1,9,09:00,0.0,1206.0,-14.0,AA,N329AA,1,JFK,LAX,03:45,2475,9.0,0.0
2013,1,9,09:00,-5.0,1001.0,-22.0,B6,N249JB,56,JFK,BTV,00:44,266,9.0,0.0
2013,1,9,09:03,-5.0,1126.0,6.0,EV,N15555,4638,EWR,CVG,01:06,569,9.0,3.0
2013,1,9,09:03,-2.0,1230.0,-5.0,VX,N637VA,407,JFK,LAX,03:54,2475,9.0,3.0
2013,1,9,09:03,0.0,1210.0,24.0,UA,N526UA,565,EWR,LAS,03:25,2227,9.0,3.0
2013,1,9,09:03,3.0,1211.0,10.0,UA,N76515,1469,EWR,TPA,01:50,997,9.0,3.0
2013,1,9,09:04,-1.0,1207.0,-19.0,DL,N358NB,2379,LGA,FLL,01:54,1076,9.0,4.0
2013,1,9,09:04,9.0,1202.0,4.0,UA,N76528,1626,EWR,SAN,03:40,2425,9.0,4.0
2013,1,9,09:05,5.0,1152.0,-7.0,B6,N623JB,59,JFK,TPA,01:46,1005,9.0,5.0
2013,1,9,09:09,1.0,1405.0,-4.0,UA,N15712,1519,EWR,STT,02:06,1634,9.0,9.0
2013,1,9,09:10,4.0,1221.0,5.0,UA,N411UA,634,EWR,PBI,01:55,1023,9.0,10.0
2013,1,9,09:14,-1.0,1203.0,-22.0,B6,N510JB,25,JFK,FLL,01:51,1069,9.0,14.0
2013,1,9,09:16,-4.0,1226.0,-19.0,AA,N536AA,721,LGA,DFW,02:16,1389,9.0,16.0
2013,1,9,09:17,47.0,1149.0,43.0,F9,N206FR,835,LGA,DEN,02:44,1620,9.0,17.0
2013,1,9,09:17,-3.0,1232.0,-8.0,AA,N4XYAA,1589,EWR,DFW,02:10,1372,9.0,17.0
2013,1,9,09:18,-6.0,1124.0,6.0,EV,N12569,4711,EWR,STL,01:54,872,9.0,18.0
2013,1,9,09:19,19.0,1212.0,7.0,DL,N369NW,1885,LGA,MCO,01:38,950,9.0,19.0
2013,1,9,09:20,-9.0,1033.0,-11.0,EV,N13133,4636,EWR,DCA,00:40,199,9.0,20.0
2013,1,9,09:22,1.0,1019.0,-10.0,B6,N805JB,1004,JFK,BOS,00:40,187,9.0,22.0
2013,1,9,09:22,-6.0,1034.0,-17.0,B6,N657JB,4,JFK,BUF,00:56,301,9.0,22.0
2013,1,9,09:23,28.0,1233.0,16.0,B6,N283JB,1061,JFK,AUS,02:30,1521,9.0,23.0
2013,1,9,09:24,-11.0,1205.0,-33.0,B6,N608JB,361,LGA,PBI,01:41,1035,9.0,24.0
2013,1,9,09:24,4.0,1241.0,8.0,UA,N77865,1223,EWR,LAX,03:39,2454,9.0,24.0
2013,1,9,09:25,-5.0,1103.0,0.0,9E,N8965E,3661,JFK,ROC,00:54,264,9.0,25.0
2013,1,9,09:26,1.0,1213.0,23.0,WN,N450WN,3494,EWR,DEN,02:55,1605,9.0,26.0
2013,1,9,09:35,-8.0,1224.0,4.0,EV,N26545,4140,EWR,ATL,01:35,746,9.0,35.0
2013,1,9,09:35,0.0,1207.0,-24.0,B6,N585JB,41,JFK,MCO,01:34,944,9.0,35.0
2013,1,9,09:39,-11.0,1205.0,-5.0,9E,N831AY,3961,LGA,GRR,01:17,618,9.0,39.0
2013,1,9,09:39,-6.0,1123.0,-7.0,AA,N475AA,319,LGA,ORD,01:42,733,9.0,39.0
2013,1,9,09:40,-5.0,1119.0,-16.0,WN,N497WN,469,LGA,BNA,01:36,764,9.0,40.0
2013,1,9,09:43,-7.0,1052.0,-12.0,B6,N236JB,600,JFK,PWM,00:45,273,9.0,43.0
2013,1,9,09:43,8.0,1241.0,6.0,VX,N838VA,251,JFK,LAS,03:36,2248,9.0,43.0
2013,1,9,09:44,-6.0,1116.0,-14.0,WN,N299WN,1964,LGA,MKE,01:32,738,9.0,44.0
2013,1,9,09:44,-11.0,1212.0,-8.0,MQ,N523MQ,4654,LGA,ATL,01:22,762,9.0,44.0
2013,1,9,09:50,-9.0,1121.0,-8.0,MQ,N532MQ,4670,LGA,BNA,01:30,764,9.0,50.0
2013,1,9,09:52,-8.0,1103.0,-18.0,US,N721UW,2169,LGA,DCA,00:45,214,9.0,52.0
2013,1,9,09:53,-5.0,1140.0,3.0,UA,N831UA,258,LGA,ORD,01:41,733,9.0,53.0
2013,1,9,09:55,-5.0,1230.0,-9.0,DL,N635DL,1847,LGA,ATL,01:23,762,9.0,55.0
2013,1,9,09:58,-2.0,1248.0,-17.0,B6,N643JB,503,EWR,FLL,01:49,1065,9.0,58.0
2013,1,9,09:59,-6.0,1315.0,12.0,DL,N3771K,1529,JFK,LAS,03:42,2248,9.0,59.0
2013,1,9,09:59,-1.0,1246.0,-24.0,UA,N472UA,655,EWR,FLL,01:51,1065,9.0,59.0
2013,1,9,09:59,-1.0,1052.0,-16.0,US,N944UW,2122,LGA,BOS,00:38,184,9.0,59.0
2013,1,9,10:00,1.0,1244.0,-4.0,B6,N564JB,197,JFK,LAS,03:24,2248,10.0,0.0
2013,1,9,10:00,0.0,1242.0,-12.0,UA,N78501,1623,EWR,MCO,01:44,937,10.0,0.0
2013,1,9,10:02,-4.0,1227.0,8.0,EV,N13968,4445,EWR,IND,01:22,645,10.0,2.0
2013,1,9,10:03,-3.0,1120.0,-1.0,EV,N825AS,5711,JFK,IAD,00:50,228,10.0,3.0
2013,1,9,10:03,-7.0,1134.0,-6.0,MQ,N512MQ,3795,EWR,ORD,01:32,719,10.0,3.0
2013,1,9,10:08,8.0,1126.0,3.0,EV,N834AS,5736,LGA,IAD,00:52,229,10.0,8.0
2013,1,9,10:10,13.0,1149.0,24.0,EV,N12921,4094,EWR,BNA,01:33,748,10.0,10.0
2013,1,9,10:11,-4.0,1115.0,-16.0,EV,N22909,4663,EWR,IAD,00:46,212,10.0,11.0
2013,1,9,10:14,-6.0,1323.0,-7.0,AA,N3GJAA,731,LGA,DFW,02:21,1389,10.0,14.0
2013,1,9,10:14,-9.0,1249.0,-6.0,FL,N899AT,347,LGA,ATL,01:28,762,10.0,14.0
2013,1,9,10:23,-2.0,1119.0,-12.0,B6,N556JB,1026,JFK,BOS,00:38,187,10.0,23.0
2013,1,9,10:24,-8.0,1235.0,-5.0,EV,N11192,4689,EWR,CHS,01:06,628,10.0,24.0
2013,1,9,10:26,-4.0,1247.0,-5.0,DL,N346NB,2343,EWR,ATL,01:23,746,10.0,26.0
2013,1,9,10:26,11.0,1411.0,41.0,UA,N511UA,235,LGA,IAH,02:56,1416,10.0,26.0
2013,1,9,10:41,156.0,1135.0,140.0,EV,N12924,4688,EWR,MHT,00:35,209,10.0,41.0
2013,1,9,10:42,-1.0,1353.0,13.0,UA,N675UA,454,EWR,IAH,02:18,1400,10.0,42.0
2013,1,9,10:45,50.0,1156.0,56.0,9E,N834AY,3667,JFK,PHL,00:36,94,10.0,45.0
2013,1,9,10:45,-5.0,1345.0,-20.0,B6,N536JB,373,LGA,FLL,01:53,1076,10.0,45.0
2013,1,9,10:54,-6.0,1200.0,-23.0,EV,N13965,4240,EWR,BUF,00:51,282,10.0,54.0
2013,1,9,10:54,15.0,1334.0,4.0,B6,N587JB,31,JFK,MCO,01:36,944,10.0,54.0
2013,1,9,10:54,-6.0,1155.0,-14.0,US,N945UW,2124,LGA,BOS,00:36,184,10.0,54.0
2013,1,9,10:54,-6.0,1207.0,-7.0,US,N712US,2171,LGA,DCA,00:51,214,10.0,54.0
2013,1,9,10:57,-3.0,1333.0,-5.0,DL,N6701,1647,LGA,ATL,01:24,762,10.0,57.0
2013,1,9,10:57,-3.0,1210.0,-5.0,MQ,N504MQ,3792,JFK,DCA,00:52,213,10.0,57.0
2013,1,9,10:58,-2.0,1409.0,-15.0,DL,N912DL,2044,LGA,MIA,01:53,1096,10.0,58.0
2013,1,9,10:58,-2.0,1333.0,-12.0,UA,N584UA,569,EWR,LAS,03:17,2227,10.0,58.0
2013,1,9,11:00,0.0,1258.0,-2.0,WN,N288WN,1873,LGA,STL,01:56,888,11.0,0.0
2013,1,9,11:01,31.0,1511.0,76.0,AA,N352AA,179,JFK,SFO,04:08,2586,11.0,1.0
2013,1,9,11:03,-7.0,1207.0,-14.0,B6,N294JB,24,JFK,BTV,00:44,266,11.0,3.0
2013,1,9,11:04,-1.0,1237.0,-8.0,WN,N916WN,542,LGA,MDW,01:33,725,11.0,4.0
2013,1,9,11:11,-5.0,1356.0,-18.0,UA,N73256,1143,EWR,PBI,01:46,1023,11.0,11.0
2013,1,9,11:12,30.0,1244.0,38.0,EV,N13989,4694,EWR,MKE,01:32,725,11.0,12.0
2013,1,9,11:15,-14.0,1351.0,-28.0,B6,N663JB,523,EWR,MCO,01:33,937,11.0,15.0
2013,1,9,11:20,-5.0,1420.0,-19.0,B6,N625JB,673,JFK,LAX,03:40,2475,11.0,20.0
2013,1,9,11:20,20.0,1530.0,58.0,UA,N12216,1289,EWR,SFO,04:02,2565,11.0,20.0
2013,1,9,11:23,-7.0,1408.0,-14.0,UA,N14121,1690,EWR,MCO,01:45,937,11.0,23.0
2013,1,9,11:23,-7.0,1414.0,-31.0,UA,N555UA,703,JFK,LAX,03:25,2475,11.0,23.0
2013,1,9,11:28,-2.0,1421.0,-9.0,DL,N937DL,695,JFK,MCO,01:37,944,11.0,28.0
2013,1,9,11:31,-9.0,1432.0,-18.0,DL,N359NB,930,LGA,FLL,01:55,1076,11.0,31.0
2013,1,9,11:32,2.0,1328.0,13.0,WN,N639SW,145,EWR,STL,01:59,872,11.0,32.0
2013,1,9,11:37,-8.0,1434.0,-20.0,DL,N919DL,1875,LGA,TPA,01:55,1010,11.0,37.0
2013,1,9,11:40,0.0,1447.0,2.0,AA,N3EMAA,1623,EWR,MIA,01:54,1085,11.0,40.0
2013,1,9,11:40,25.0,1440.0,15.0,AA,N3DXAA,2099,LGA,MIA,01:54,1096,11.0,40.0
2013,1,9,11:43,-17.0,1242.0,-22.0,B6,N324JB,1174,EWR,BOS,00:41,200,11.0,43.0
2013,1,9,11:43,-1.0,1425.0,-20.0,UA,N14228,1707,EWR,TPA,01:49,997,11.0,43.0
2013,1,9,11:44,-1.0,1413.0,3.0,DL,N306DQ,401,EWR,ATL,01:25,746,11.0,44.0
2013,1,9,11:44,-1.0,1430.0,-23.0,DL,N316US,1174,LGA,PBI,01:44,1035,11.0,44.0
2013,1,9,11:46,21.0,1326.0,21.0,AA,N3CVAA,327,LGA,ORD,01:40,733,11.0,46.0
2013,1,9,11:48,-7.0,1251.0,-13.0,9E,N931XJ,3483,JFK,BOS,00:41,187,11.0,48.0
2013,1,9,11:51,-9.0,1305.0,-10.0,MQ,N840MQ,4425,JFK,DCA,00:59,213,11.0,51.0
2013,1,9,11:51,-9.0,1316.0,-14.0,MQ,N542MQ,4601,LGA,BNA,01:23,764,11.0,51.0
2013,1,9,11:52,-8.0,1420.0,-10.0,MQ,N507MQ,4658,LGA,ATL,01:22,762,11.0,52.0
2013,1,9,11:53,-7.0,1414.0,-18.0,EV,N12922,4090,EWR,JAX,01:25,820,11.0,53.0
2013,1,9,11:53,-7.0,1252.0,-13.0,US,N958UW,2126,LGA,BOS,00:40,184,11.0,53.0
2013,1,9,11:54,-6.0,1304.0,-5.0,US,N762US,2173,LGA,DCA,00:49,214,11.0,54.0
2013,1,9,11:55,59.0,1250.0,42.0,UA,N37293,1705,EWR,BOS,00:41,200,11.0,55.0
2013,1,9,11:56,-4.0,1432.0,-6.0,DL,N669DN,1947,LGA,ATL,01:24,762,11.0,56.0
2013,1,9,11:56,-4.0,1302.0,-13.0,EV,N11194,4349,EWR,ORF,00:49,284,11.0,56.0
2013,1,9,11:56,-4.0,1257.0,-14.0,EV,N13979,4264,EWR,BTV,00:45,266,11.0,56.0
2013,1,9,11:59,-1.0,1510.0,11.0,UA,N16703,1461,EWR,IAH,02:28,1400,11.0,59.0
2013,1,9,12:00,5.0,1504.0,5.0,B6,N334JB,625,JFK,HOU,02:25,1428,12.0,0.0
2013,1,9,12:05,0.0,1510.0,-10.0,AA,N576AA,743,LGA,DFW,02:17,1389,12.0,5.0
2013,1,9,12:05,-5.0,1300.0,-10.0,WN,N708SW,477,EWR,BWI,00:40,169,12.0,5.0
2013,1,9,12:05,-7.0,1519.0,-32.0,UA,N39423,1227,EWR,PHX,03:00,2133,12.0,5.0
2013,1,9,12:06,1.0,1336.0,11.0,WN,N750SA,644,EWR,MDW,01:31,711,12.0,6.0
2013,1,9,12:07,-8.0,1310.0,-18.0,EV,N12552,4087,EWR,PWM,00:47,284,12.0,7.0
2013,1,9,12:07,7.0,1451.0,-19.0,AA,N332AA,3,JFK,LAX,03:26,2475,12.0,7.0
2013,1,9,12:11,-10.0,1405.0,-13.0,EV,N19554,4640,EWR,DAY,01:00,533,12.0,11.0
2013,1,9,12:12,-8.0,1343.0,-7.0,MQ,N508MQ,3697,EWR,ORD,01:23,719,12.0,12.0
2013,1,9,12:23,-7.0,1450.0,-9.0,EV,N13995,3826,EWR,ATL,01:26,746,12.0,23.0
2013,1,9,12:27,-3.0,1350.0,-15.0,WN,N716SW,283,LGA,MKE,01:32,738,12.0,27.0
2013,1,9,12:29,-6.0,1521.0,-14.0,UA,N14237,1000,EWR,MIA,01:59,1085,12.0,29.0
2013,1,9,12:32,-8.0,1438.0,-7.0,DL,N318NB,1131,LGA,DTW,01:00,502,12.0,32.0
2013,1,9,12:33,-12.0,1339.0,-11.0,AA,N3ELAA,1850,JFK,BOS,00:38,187,12.0,33.0
2013,1,9,12:34,-11.0,1531.0,-29.0,AA,N3FMAA,2253,LGA,MIA,01:56,1096,12.0,34.0
2013,1,9,12:35,-10.0,1344.0,-22.0,EV,N16112,3263,EWR,RIC,00:56,277,12.0,35.0
2013,1,9,12:45,-5.0,1519.0,-31.0,DL,N358NW,1685,LGA,MCO,01:33,950,12.0,45.0
2013,1,9,12:45,5.0,1602.0,22.0,AA,N515AA,1853,EWR,DFW,02:22,1372,12.0,45.0
2013,1,9,12:45,-5.0,1342.0,-13.0,B6,N249JB,1006,JFK,BOS,00:41,187,12.0,45.0
2013,1,9,12:50,0.0,1520.0,0.0,WN,N439WN,390,LGA,DEN,02:57,1620,12.0,50.0
2013,1,9,12:50,-5.0,1548.0,-17.0,UA,N24702,1612,EWR,DFW,02:18,1372,12.0,50.0
2013,1,9,12:52,-8.0,1423.0,-17.0,AA,N540AA,329,LGA,ORD,01:35,733,12.0,52.0
2013,1,9,12:52,-1.0,1539.0,-16.0,UA,N37263,1641,EWR,MCO,01:45,937,12.0,52.0
2013,1,9,12:53,-8.0,1356.0,-8.0,EV,N13133,4129,EWR,DCA,00:43,199,12.0,53.0
2013,1,9,12:53,-7.0,1346.0,-20.0,9E,N8964E,3638,JFK,PHL,00:25,94,12.0,53.0
2013,1,9,12:53,-7.0,1348.0,-18.0,US,N965UW,2128,LGA,BOS,00:39,184,12.0,53.0
2013,1,9,12:54,-5.0,1548.0,-8.0,B6,N329JB,991,JFK,PBI,01:55,1028,12.0,54.0
2013,1,9,12:54,-6.0,1542.0,5.0,DL,N675DL,781,LGA,ATL,01:26,762,12.0,54.0
2013,1,9,12:55,-5.0,1456.0,-10.0,9E,N8914A,3762,EWR,CVG,01:05,569,12.0,55.0
2013,1,9,12:55,-5.0,1417.0,10.0,US,N711UW,2175,LGA,DCA,00:53,214,12.0,55.0
2013,1,9,12:57,-2.0,1431.0,-5.0,UA,N26123,1249,EWR,ORD,01:32,719,12.0,57.0
2013,1,9,13:03,-7.0,1357.0,-22.0,UA,N804UA,717,EWR,BOS,00:39,200,13.0,3.0
2013,1,9,13:05,20.0,1615.0,25.0,AA,N3JEAA,745,LGA,DFW,02:21,1389,13.0,5.0
2013,1,9,13:07,-1.0,1535.0,-7.0,FL,N949AT,348,LGA,ATL,01:22,762,13.0,7.0
2013,1,9,13:11,-4.0,1358.0,-13.0,EV,N14972,4368,EWR,BDL,00:25,116,13.0,11.0
2013,1,9,13:11,-4.0,1422.0,-9.0,EV,N13949,4120,EWR,BUF,00:55,282,13.0,11.0
2013,1,9,13:15,-14.0,1416.0,-15.0,EV,N14991,4335,EWR,BWI,00:37,169,13.0,15.0
2013,1,9,13:16,-4.0,1512.0,4.0,EV,N14125,4628,EWR,STL,01:55,872,13.0,16.0
2013,1,9,13:18,-2.0,1435.0,-1.0,EV,N11565,4277,EWR,IAD,00:47,212,13.0,18.0
2013,1,9,13:19,-1.0,1649.0,16.0,UA,N41140,1110,EWR,LAX,03:54,2454,13.0,19.0
2013,1,9,13:21,-9.0,1618.0,1.0,B6,N339JB,525,EWR,MCO,01:47,937,13.0,21.0
2013,1,9,13:22,22.0,1610.0,4.0,B6,N561JB,85,JFK,FLL,01:51,1069,13.0,22.0
2013,1,9,13:24,-5.0,1528.0,2.0,EV,N17169,3840,EWR,MEM,01:54,946,13.0,24.0
2013,1,9,13:25,-5.0,1616.0,-24.0,AA,N3CHAA,753,LGA,DFW,02:12,1389,13.0,25.0
2013,1,9,13:26,-4.0,1708.0,3.0,WN,N238WN,1078,EWR,PHX,03:10,2133,13.0,26.0
2013,1,9,13:27,-3.0,1549.0,-16.0,DL,N3760C,2043,JFK,ATL,01:20,760,13.0,27.0
2013,1,9,13:30,10.0,1656.0,6.0,VX,N641VA,411,JFK,LAX,03:59,2475,13.0,30.0
2013,1,9,13:39,-6.0,1645.0,-20.0,AA,N3ERAA,1073,LGA,MIA,01:53,1096,13.0,39.0
2013,1,9,13:41,-4.0,1701.0,-4.0,AA,N338AA,117,JFK,LAX,03:53,2475,13.0,41.0
2013,1,9,13:42,-3.0,1636.0,-27.0,UA,N45440,1164,EWR,FLL,01:51,1065,13.0,42.0
2013,1,9,13:44,-1.0,1630.0,-11.0,B6,N594JB,1783,JFK,MCO,01:38,944,13.0,44.0
2013,1,9,13:47,-3.0,1609.0,-15.0,B6,N306JB,615,JFK,JAX,01:22,828,13.0,47.0
2013,1,9,13:48,-12.0,1556.0,-3.0,EV,N18120,4370,EWR,CHS,01:04,628,13.0,48.0
2013,1,9,13:49,-11.0,1457.0,-13.0,EV,N15555,4434,EWR,MHT,00:35,209,13.0,49.0
2013,1,9,13:50,-5.0,1646.0,-22.0,DL,N331NW,2079,LGA,FLL,01:58,1076,13.0,50.0
2013,1,9,13:53,-6.0,1506.0,-11.0,EV,N830AS,5712,JFK,IAD,00:53,228,13.0,53.0
2013,1,9,13:53,-6.0,1648.0,-8.0,UA,N562UA,523,EWR,PBI,01:53,1023,13.0,53.0
2013,1,9,13:54,-6.0,1509.0,0.0,US,N749US,2177,LGA,DCA,00:47,214,13.0,54.0
2013,1,9,13:55,-5.0,1627.0,-9.0,DL,N665DN,2247,LGA,ATL,01:14,762,13.0,55.0
2013,1,9,13:55,-5.0,1451.0,-12.0,US,N944UW,2130,LGA,BOS,00:37,184,13.0,55.0
2013,1,9,13:58,-1.0,1552.0,18.0,UA,N78524,1734,EWR,ORD,01:37,719,13.0,58.0
2013,1,9,14:03,28.0,1655.0,22.0,B6,N520JB,1161,LGA,PBI,01:46,1035,14.0,3.0
2013,1,9,14:03,8.0,1528.0,-2.0,WN,N279WN,348,LGA,MDW,01:29,725,14.0,3.0
2013,1,9,14:04,-1.0,1705.0,0.0,B6,N527JB,63,JFK,TPA,01:49,1005,14.0,4.0
2013,1,9,14:07,107.0,1737.0,124.0,B6,N598JB,209,JFK,LGB,03:44,2465,14.0,7.0
2013,1,9,14:08,-8.0,1631.0,-19.0,FL,N921AT,349,LGA,ATL,01:21,762,14.0,8.0
2013,1,9,14:09,-6.0,1623.0,-15.0,DL,N316NB,935,EWR,ATL,01:14,746,14.0,9.0
2013,1,9,14:11,47.0,1708.0,44.0,B6,N529JB,505,EWR,FLL,01:51,1065,14.0,11.0
2013,1,9,14:13,-2.0,1514.0,-12.0,B6,N292JB,1010,JFK,BOS,00:39,187,14.0,13.0
2013,1,9,14:14,-6.0,1544.0,-6.0,MQ,N531MQ,3728,EWR,ORD,01:32,719,14.0,14.0
2013,1,9,14:20,0.0,1705.0,-8.0,UA,N17128,1618,EWR,TPA,01:47,997,14.0,20.0
2013,1,9,14:23,-7.0,1727.0,-8.0,AA,N201AA,883,EWR,DFW,02:15,1372,14.0,23.0
2013,1,9,14:24,-6.0,1836.0,21.0,DL,N704X,2126,JFK,SFO,04:09,2586,14.0,24.0
2013,1,9,14:27,-3.0,1634.0,-3.0,EV,N15574,4687,EWR,CVG,01:10,569,14.0,27.0
2013,1,9,14:28,38.0,1630.0,72.0,EV,N13955,4171,EWR,MSN,01:58,799,14.0,28.0
2013,1,9,14:29,-7.0,1528.0,-15.0,EV,N27190,4372,EWR,DCA,00:42,199,14.0,29.0
2013,1,9,14:32,-3.0,1719.0,-23.0,DL,N317NB,1902,LGA,PBI,01:58,1035,14.0,32.0
2013,1,9,14:32,-3.0,1543.0,-16.0,YV,N505MJ,3750,LGA,IAD,00:48,229,14.0,32.0
2013,1,9,14:38,23.0,1724.0,0.0,B6,N568JB,377,LGA,FLL,01:50,1076,14.0,38.0
2013,1,9,14:39,-5.0,1724.0,-21.0,B6,N571JB,141,JFK,PBI,01:46,1028,14.0,39.0
2013,1,9,14:41,-4.0,1710.0,0.0,MQ,N516MQ,4669,LGA,ATL,01:28,762,14.0,41.0
2013,1,9,14:41,-4.0,1552.0,-2.0,UA,N825UA,368,EWR,BOS,00:46,200,14.0,41.0
2013,1,9,14:42,-3.0,1635.0,1.0,EV,N16919,4596,EWR,STL,01:53,872,14.0,42.0
2013,1,9,14:44,-1.0,1727.0,-18.0,B6,N779JB,153,JFK,MCO,01:39,944,14.0,44.0
2013,1,9,14:46,-9.0,1636.0,-9.0,AA,N594AA,337,LGA,ORD,01:41,733,14.0,46.0
2013,1,9,14:46,0.0,1819.0,22.0,UA,N446UA,439,LGA,IAH,02:47,1416,14.0,46.0
2013,1,9,14:47,-3.0,1650.0,5.0,EV,N14902,4381,EWR,DTW,01:02,488,14.0,47.0
2013,1,9,14:48,3.0,1557.0,-9.0,9E,N932XJ,3452,JFK,BOS,00:44,187,14.0,48.0
2013,1,9,14:48,-7.0,1741.0,-24.0,UA,N430UA,473,EWR,FLL,01:52,1065,14.0,48.0
2013,1,9,14:49,-1.0,1735.0,-20.0,AA,N5FFAA,1813,JFK,MCO,01:41,944,14.0,49.0
2013,1,9,14:51,-8.0,1604.0,-21.0,B6,N294JB,12,JFK,SYR,00:46,209,14.0,51.0
2013,1,9,14:53,-3.0,1613.0,-11.0,9E,N8416B,4357,JFK,ORF,00:55,290,14.0,53.0
2013,1,9,14:53,-7.0,1740.0,-2.0,DL,N693DL,2347,LGA,ATL,01:25,762,14.0,53.0
2013,1,9,14:54,-6.0,1753.0,-32.0,AA,N3CDAA,1925,LGA,MIA,01:56,1096,14.0,54.0
2013,1,9,14:54,-6.0,1600.0,-8.0,US,N945UW,2132,LGA,BOS,00:43,184,14.0,54.0
2013,1,9,14:55,0.0,1756.0,-29.0,AA,N5FSAA,1769,JFK,MIA,01:56,1089,14.0,55.0
2013,1,9,15:00,-2.0,1611.0,-4.0,EV,N14568,4571,EWR,PWM,00:47,284,15.0,0.0
2013,1,9,15:00,3.0,1907.0,44.0,UA,N76529,1111,EWR,SFO,04:06,2565,15.0,0.0
2013,1,9,15:01,-4.0,1626.0,-11.0,9E,N930XJ,3393,JFK,DCA,00:52,213,15.0,1.0
2013,1,9,15:01,-5.0,1817.0,-2.0,UA,N14106,1600,EWR,LAX,03:47,2454,15.0,1.0
2013,1,9,15:01,-5.0,1633.0,-7.0,UA,N807UA,708,EWR,ORD,01:33,719,15.0,1.0
2013,1,9,15:02,-8.0,1727.0,-18.0,MQ,N635MQ,4309,JFK,IND,01:22,665,15.0,2.0
2013,1,9,15:07,-3.0,1652.0,2.0,WN,N788SA,323,LGA,MKE,01:32,738,15.0,7.0
2013,1,9,15:07,2.0,1746.0,12.0,UA,N540UA,745,LGA,DEN,02:38,1620,15.0,7.0
2013,1,9,15:10,1.0,1739.0,-2.0,EV,N16559,3817,EWR,JAX,01:29,820,15.0,10.0
2013,1,9,15:10,10.0,1618.0,-1.0,US,N754UW,2179,LGA,DCA,00:47,214,15.0,10.0
2013,1,9,15:11,-9.0,1649.0,5.0,EV,N13553,4581,EWR,MKE,01:40,725,15.0,11.0
2013,1,9,15:15,-2.0,1806.0,-10.0,B6,N507JB,537,EWR,TPA,01:43,997,15.0,15.0
2013,1,9,15:21,-9.0,1720.0,-5.0,AA,N476AA,2223,LGA,STL,01:55,888,15.0,21.0
2013,1,9,15:23,-6.0,1617.0,-28.0,UA,N76514,1116,EWR,BOS,00:38,200,15.0,23.0
2013,1,9,15:24,-6.0,1638.0,-4.0,EV,N12172,3267,EWR,ORF,00:49,284,15.0,24.0
2013,1,9,15:26,1.0,1647.0,-8.0,MQ,N500MQ,3823,JFK,DCA,00:53,213,15.0,26.0
2013,1,9,15:27,-2.0,1824.0,-13.0,UA,N76516,1624,EWR,FLL,01:50,1065,15.0,27.0
2013,1,9,15:28,-2.0,1823.0,-32.0,AA,N3GBAA,1039,JFK,FLL,01:58,1069,15.0,28.0
2013,1,9,15:28,29.0,1816.0,19.0,B6,N648JB,393,LGA,MCO,01:37,950,15.0,28.0
2013,1,9,15:29,-6.0,1740.0,-3.0,EV,N16546,4352,EWR,CVG,01:12,569,15.0,29.0
2013,1,9,15:31,-4.0,1917.0,27.0,AA,N3EVAA,763,LGA,DFW,02:27,1389,15.0,31.0
2013,1,9,15:33,4.0,1702.0,0.0,EV,N27962,3835,EWR,BNA,01:28,748,15.0,33.0
